,episode_reward,episode,duration,step,critic_loss,actor_loss,actor_mean_entropy,alpha_loss,alpha_value
0,0.0,1.0,2.6181275844573975,250,,,,,
1,51.702662558795076,2.0,0.49215149879455566,500,,,,,
2,64.99570868557767,3.0,0.49373316764831543,750,,,,,
3,57.68951042190992,4.0,0.4966459274291992,1000,,,,,
4,51.742837732540245,5.0,86.52701473236084,1250,0.18373796962398448,-4.0331190314122765,7.68912039596415,0.8149932961234843,0.0948765997700378
5,41.29162168054783,6.0,15.304203987121582,1500,0.19961544847488402,-6.835664066314697,8.140008045196533,0.7442652468681336,0.09002709259618
6,86.04648292377212,7.0,15.541151285171509,1750,0.14768284103274346,-7.164969242095947,8.268708671569824,0.7755707130432129,0.08894186585737744
7,48.996427574227035,8.0,24.617814540863037,2000,0.2401690548658371,-7.606582157135009,8.349267524719238,0.7813986625671386,0.08783710148239365
8,92.07595149836145,9.0,25.54505157470703,2250,0.27470941776037217,-8.043497837066651,8.326765769958497,0.773161226272583,0.08674653711279193
9,116.72437567962035,10.0,25.38078761100769,2500,0.25151840707659723,-8.531753395080566,8.255634830474854,0.7523798670768738,0.08569354488826593
10,83.06913432313574,11.0,25.239991664886475,2750,0.3321842369437218,-9.048532844543457,8.199433307647706,0.7256920461654663,0.084677428645591
11,123.43688702442428,12.0,25.482529878616333,3000,0.44271235626935956,-9.495719352722167,8.197344478607178,0.7067250871658325,0.08369518970067064
12,78.64947876940559,13.0,24.768325090408325,3250,0.4681020485758781,-9.860507972717285,8.195993782043457,0.6864013376235962,0.08274553721854336
13,66.71310106456014,14.0,24.575133562088013,3500,0.3976924486160278,-10.269731567382813,8.191761417388916,0.6808587517738343,0.0818085320350816
14,71.09203980123885,15.0,24.509252309799194,3750,0.39482697439193726,-10.761169326782227,8.159930137634277,0.668023226261139,0.08088295026142266
15,84.7887758911346,16.0,24.54755210876465,4000,0.40005109572410585,-11.171045692443847,8.160165603637695,0.6533606939315796,0.079977470761359
16,52.66853112390131,17.0,24.569822072982788,4250,0.40515246605873106,-11.565765411376953,8.09677960205078,0.6456094846725464,0.07908773155240566
17,62.10635032084028,18.0,26.40797519683838,4500,0.457328861117363,-11.936375076293945,8.106259593963623,0.641679319858551,0.0782015961555026
18,70.06558378346193,19.0,24.808417320251465,4750,0.35840638720989226,-12.353626571655273,8.196235939025879,0.6461571102142334,0.07731257355201908
19,43.487930657298556,20.0,24.618247270584106,5000,0.3406695901751518,-12.752324081420898,8.209010185241699,0.6406846146583557,0.07642890503746093
20,77.39041119747354,21.0,24.522048711776733,5250,0.5124312201142311,-13.133853546142578,8.167765563964844,0.6233047471046448,0.07555900066874649
21,108.53670736035708,22.0,24.6239492893219,5500,0.6199887043237686,-13.526196807861329,8.165681686401367,0.6131248307228089,0.07470984044473311
22,70.93757066227076,23.0,24.703641176223755,5750,0.42513722568750384,-13.784425201416015,8.191905345916748,0.6124288654327392,0.07386854840861895
23,57.46926435373602,24.0,24.613287925720215,6000,0.3784822422862053,-14.103240020751953,8.218292999267579,0.6094289197921753,0.07302594083274548
24,88.43837195153061,25.0,24.72318196296692,6250,0.5904758998155594,-14.503914848327637,8.188265132904053,0.5977257885932923,0.07219839315568519
25,130.6201134190138,26.0,24.61845636367798,6500,0.5275805884599686,-14.85839688873291,8.17059846496582,0.583832576751709,0.07138590403103233
26,56.8411893466689,27.0,24.575442790985107,6750,0.42076385879516603,-15.118872871398926,8.150294345855713,0.5728794207572937,0.07059303605523407
27,48.666601493055616,28.0,24.548337936401367,7000,0.4906813843846321,-15.439049743652344,8.163912811279296,0.5682755522727966,0.06980729441143005
28,129.15384135349586,29.0,24.60495138168335,7250,0.5776220698356629,-15.882718048095704,8.208783615112305,0.5617898564338684,0.06902879255915552
29,70.53990805126816,30.0,24.735979080200195,7500,0.5859395425319671,-16.20233275604248,8.134607940673828,0.5459473509788513,0.06826562812385557
30,114.27553404905913,31.0,24.60804057121277,7750,0.684618327498436,-16.437692276000977,8.179930690765381,0.5399490840435028,0.06751396021361146
31,59.42382424124299,32.0,24.56295132637024,8000,0.6112870463132858,-16.68086346435547,8.192396049499513,0.5419548139572143,0.06676352497348462
32,67.72596712011544,33.0,24.896747827529907,8250,0.6797339143753052,-16.894398078918456,8.172620841979981,0.5284380261898041,0.06602216794676351
33,84.47080018808727,34.0,24.649433374404907,8500,0.7300913463830948,-17.2153953704834,8.167103492736816,0.5227524218559265,0.06528774878994935
34,90.29211868350549,35.0,24.485448598861694,8750,0.7059489998817444,-17.44690444946289,8.179818927764893,0.5145921747684479,0.06456536053209795
35,118.43538361871221,36.0,24.487163543701172,9000,0.7077562328577042,-17.761577697753907,8.110785026550293,0.49646692037582396,0.06386092124156321
36,80.80244346825702,37.0,25.252744674682617,9250,0.7401833816766739,-18.124129272460937,8.126641101837158,0.4870907325744629,0.06317074737179314
37,63.39977574650678,38.0,24.76999282836914,9500,0.6765433131456375,-18.25007015991211,8.132481182098388,0.478441700220108,0.06249096588554544
38,66.73243394221855,39.0,24.502378702163696,9750,0.6734755859375,-18.538765167236328,8.11618304824829,0.4738223686218262,0.0618161122676772
39,81.63511047017005,40.0,24.43441152572632,10000,0.8173125492334365,-18.761703735351563,8.133017784118652,0.4661625144481659,0.061148230729252726
